5/18 22:21:05.823  SPELL_CAST_SUCCESS,Player-1305-0C594315,"Schparkles-Kazzak",0x511,0x0,Vehicle-0-4246-2519-10505-181861-0000490D44,"Magmatusk",0x10a48,0x0,409311,"Prescience",0x40,Player-1305-0C594315,0000000000000000,1363486,1363486,4122,17629,15927,0,0,250000,250000,0,-207.20,-953.56,2080,1.8399,507
5/18 22:21:05.824  SPELL_AURA_APPLIED,Player-1305-0C594315,"Schparkles-Kazzak",0x511,0x0,Player-1305-0BEB23B6,"Touchofblade-Kazzak",0x512,0x20,410089,"Prescience",0x40,BUFF
5/18 22:21:05.915  SPELL_AURA_APPLIED,Player-1305-0C594315,"Schparkles-Kazzak",0x511,0x0,Player-1305-0C594315,"Schparkles-Kazzak",0x511,0x0,424368,"Trembling Earth",0x1,BUFF
5/18 22:21:06.641  SPELL_AURA_APPLIED,Player-1305-0BEB23B6,"Touchofblade-Kazzak",0x512,0x20,Player-1305-0BEB23B6,"Touchofblade-Kazzak",0x512,0x20,203981,"Soul Fragments",0x1,BUFF
5/18 22:21:06.642  SPELL_AURA_APPLIED_DOSE,Player-1305-0BEB23B6,"Touchofblade-Kazzak",0x512,0x20,Player-1305-0BEB23B6,"Touchofblade-Kazzak",0x512,0x20,203981,"Soul Fragments",0x1,BUFF,2
5/18 22:21:07.329  SPELL_AURA_REMOVED,Player-1305-0C594315,"Schparkles-Kazzak",0x511,0x0,Player-3674-0B3FBD4C,"Valdrinn-TwistingNether",0x512,0x0,410089,"Prescience",0x40,BUFF
5/18 22:21:07.554  SPELL_HEAL,Player-3674-0B3FBD4C,"Valdrinn-TwistingNether",0x512,0x0,Player-3674-0B3FBD4C,"Valdrinn-TwistingNether",0x512,0x0,373462,"Crystalline Reflection",0x2,Player-3674-0B3FBD4C,0000000000000000,886604,886604,1876,13194,2943,0,0,250000,250000,0,-189.90,-958.06,2080,2.5094,473,18529,18529,18529,0,nil
5/18 22:21:07.554  SPELL_AURA_APPLIED,Player-3674-0B3FBD4C,"Valdrinn-TwistingNether",0x512,0x0,Player-3674-0B3FBD4C,"Valdrinn-TwistingNether",0x512,0x0,17,"Power Word: Shield",0x2,BUFF,99525
5/18 22:21:07.555  SPELL_CAST_SUCCESS,Player-3674-0B3FBD4C,"Valdrinn-TwistingNether",0x512,0x0,Player-3674-0B3FBD4C,"Valdrinn-TwistingNether",0x512,0x0,17,"Power Word: Shield",0x2,Player-3674-0B3FBD4C,0000000000000000,886604,886604,1876,13194,2943,99525,0,250000,250000,7750,-189.90,-958.06,2080,2.5094,473
5/18 22:21:07.555  SPELL_AURA_REFRESH,Player-3674-0B3FBD4C,"Valdrinn-TwistingNether",0x512,0x0,Player-3674-0B3FBD4C,"Valdrinn-TwistingNether",0x512,0x0,114255,"Surge of Light",0x1,BUFF
5/18 22:21:07.555  SPELL_AURA_APPLIED,Player-3674-0B3FBD4C,"Valdrinn-TwistingNether",0x512,0x0,Player-3674-0B3FBD4C,"Valdrinn-TwistingNether",0x512,0x0,77489,"Echo of Light",0x2,BUFF
5/18 22:21:07.632  SPELL_AURA_REMOVED_DOSE,Player-1305-0BEB23B6,"Touchofblade-Kazzak",0x512,0x20,Player-1305-0BEB23B6,"Touchofblade-Kazzak",0x512,0x20,203981,"Soul Fragments",0x1,BUFF,1
